type_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed
1,-1.1565458978688077,-0.7040167193647262,-0.947584694654347,-0.6727320827060209,0.03789725850502399,0.03394628528925872,-0.4767047972733202
1,0.7539508068385266,0.19088242923289103,-0.22492602701362635,0.02976078143658337,0.7729109664527835,0.9212118535793178,0.2386166799706171
1,2.3460313940946382,0.19088242923289103,0.4254667738630223,1.434746509721792,1.5814260451953188,1.8084774218693769,0.2386166799706171
0,-1.1565458978688077,-0.793506634224488,-0.8753188278902749,-0.848355298741672,0.03789725850502399,-0.6315028909282856,0.2386166799706171
1,0.8972380596915767,0.1013925143731293,-0.15266016024955428,-0.1458624345990677,1.1036671350292753,0.2557626773617735,0.9539381572145544
1,2.4893186469476887,0.1013925143731293,1.5094547753241032,1.0132507912362294,1.8754315283744227,0.2557626773617735,0.9539381572145544
1,2.4893186469476887,0.1013925143731293,0.5699985073911664,-0.1458624345990677,2.941201404898674,1.5866610297968622,0.9539381572145544
0,-1.1565458978688077,-0.748761676794607,-0.911451761272311,-0.07561314818480727,-0.5133630224557956,0.03394628528925872,-0.5482369449977139
0,0.8335548362013322,0.14613747180301015,-0.18879309363159033,0.626879715957797,0.22165068549196384,1.1430282456518326,0.16708453224622338
0,2.425635423457444,0.14613747180301015,0.5338655740091304,1.3293725801004013,2.0591849553613626,1.5866610297968622,0.16708453224622338
1,-1.3157539565944187,-0.7040167193647262,-1.5618445621489596,-1.1293524443987137,0.40540411247890373,0.03394628528925872,-0.11904405865135155
1,-1.3157539565944187,-0.4802919322153219,0.06413744004266192,-1.4805988764700158,-1.2483767304035551,0.03394628528925872,0.059786310659632774
1,0.27632663066169305,-0.4802919322153219,2.232113442964824,-1.4805988764700158,-2.350897292325194,0.03394628528925872,2.5634114810134134
1,0.021593736700715162,0.3251173015225336,-0.29719189377769845,-0.25123636422045836,-0.32960959546885576,-0.4096864988557708,0.9897042310767513
1,1.613674323956827,0.3251173015225336,-0.29719189377769845,-0.07561314818480727,2.0591849553613626,0.03394628528925872,1.7050257083206886
0,-1.0291794508883185,-0.9277415065141305,-0.2610589603956624,-0.7781060123274116,-1.0646233034166153,-0.4096864988557708,0.8466399356279638
1,-1.0291794508883185,-0.032842357916513285,-0.6223882942160227,-0.4268595802561094,-1.432130157390495,0.03394628528925872,0.1313184583840265
1,-0.5674760805840462,-0.4802919322153219,0.06413744004266192,-0.6024827962917605,-0.6603657640453475,-0.8089560045862974,0.9539381572145544
0,-0.4719512453486795,-0.7040167193647262,0.2448021069528421,-0.46198422346323964,-0.5133630224557956,-0.010416993125244233,0.2386166799706171
0,-0.7585257510547796,-1.375191080812939,-0.29719189377769845,-1.1293524443987137,-0.14585616848191588,-0.8533192830008004,1.6692596344584918
0,0.11711857193608187,-0.7040167193647262,0.06413744004266192,-0.9537292283630626,0.40540411247890373,0.03394628528925872,1.311598895836523
1,0.11711857193608187,-0.7040167193647262,-0.11652722686751825,-1.1293524443987137,0.5891575394658436,0.2557626773617735,1.311598895836523
0,-0.44010963360355726,-0.032842357916513285,0.4254667738630223,0.9781261480290991,-1.2483767304035551,-1.0751356750733152,-0.2978744279623359
1,-0.44010963360355726,-0.032842357916513285,0.4254667738630223,1.3293725801004013,-1.9833904383513146,-0.6315028909282856,-0.2978744279623359
0,-1.7933781327712524,-0.2565671450659176,-0.947584694654347,-0.5322335098775001,-0.8808698764296753,-1.0751356750733152,-0.6197690927221077
1,0.4355346893873042,0.6383320035316996,0.136403306806734,0.17025935426510422,-0.14585616848191588,0.2557626773617735,0.09555238452182964
0,-1.7933781327712524,-0.6592717619348454,-0.5862553608339867,-0.8834799419488022,-0.8808698764296753,-1.0751356750733152,-0.2978744279623359
1,0.4355346893873042,0.2356273866627719,0.4977326406270943,-0.1809870778061979,0.22165068549196384,-0.18787010678325605,0.4174470492816014
0,0.08527696019095964,0.862056790681104,-0.6585212275980588,-0.3214856506347188,0.5891575394658436,0.47757906943428824,-0.4767047972733202
0,0.4355346893873042,-0.12233227277627501,-0.4417236273058426,-0.25123636422045836,0.07464794390241196,0.9212118535793178,0.9539381572145544
1,0.4355346893873042,-0.12233227277627501,-0.7669200277441669,-0.25123636422045836,0.07464794390241196,0.9212118535793178,1.2758328219743262
1,-0.6789217216919741,2.8755798750257426,-0.6585212275980588,-1.3049756604343647,0.22165068549196384,-1.29695206714583,-1.0131959052062731
1,-0.3605056042407517,-0.032842357916513285,-0.29719189377769845,-0.4268595802561094,-0.5133630224557956,-0.18787010678325605,0.5962774185925858
1,-1.3157539565944187,-0.7040167193647262,-0.839185894508239,-0.4268595802561094,0.22165068549196384,-0.18787010678325605,-1.1920262745172576
1,0.19672260129888747,-0.032842357916513285,-0.29719189377769845,0.1000100678508438,1.1404178204266633,0.47757906943428824,-0.8343655358952888
1,-1.1565458978688077,-0.7040167193647262,0.2448021069528421,-0.07561314818480727,-0.6971164494427354,0.03394628528925872,-1.5496870131392262
1,-0.44010963360355726,-0.2565671450659176,-0.839185894508239,-0.7781060123274116,0.40540411247890373,-0.18787010678325605,0.5962774185925858
0,-0.8381297804175852,-1.8226406551117478,0.4254667738630223,-1.1293524443987137,-1.0646233034166153,-0.4096864988557708,1.6692596344584918
1,-0.8381297804175852,-1.8226406551117478,0.4254667738630223,-0.7781060123274116,-1.0646233034166153,-0.4096864988557708,1.311598895836523
0,-0.5993176923291684,-0.4802919322153219,-0.6585212275980588,-0.7781060123274116,-0.5133630224557956,-0.6315028909282856,1.4904292651475075
0,-0.5993176923291684,-0.4802919322153219,-1.0198505614184192,-0.7781060123274116,-0.14585616848191588,-0.6315028909282856,1.4904292651475075
0,0.35593066002449864,0.19088242923289103,-0.22492602701362635,-0.1458624345990677,0.5891575394658436,0.03394628528925872,0.4174470492816014
0,-0.3605056042407517,-0.4802919322153219,0.6061314407732025,-0.7781060123274116,-0.6971164494427354,-0.4096864988557708,0.7751077879035702
0,1.2315749830153602,0.6383320035316996,0.7867961076833826,-0.07561314818480727,0.7729109664527835,0.03394628528925872,0.7751077879035702
0,-1.47496201532003,-0.4802919322153219,-0.839185894508239,-0.6024827962917605,-1.0646233034166153,-1.29695206714583,0.5962774185925858
1,0.5151387187501099,0.6383320035316996,0.2448021069528421,0.45125649992214595,-0.32960959546885576,0.47757906943428824,-0.11904405865135155
0,-1.2361499272316132,-1.5989158679623434,-1.92317389596932,-1.831845308541318,1.507924674400543,-0.4096864988557708,1.1327685265255387
0,0.35593066002449864,-0.9277415065141305,-1.3811798952387795,-1.3049756604343647,2.0591849553613626,0.699395461506803,1.6692596344584918
0,1.9480112472806104,-0.9277415065141305,-1.3811798952387795,-0.6024827962917605,3.5292123712568815,1.1430282456518326,2.742241850324398
0,-1.1565458978688077,0.19088242923289103,0.4254667738630223,-0.4268595802561094,-1.0646233034166153,-0.8533192830008004,-1.0131959052062731
0,0.4355346893873042,0.6383320035316996,1.5094547753241032,-0.07561314818480727,-0.5133630224557956,0.2557626773617735,-0.6555351665843046
1,-1.3953579859572243,-0.4802919322153219,0.06413744004266192,-1.1293524443987137,0.22165068549196384,-1.5187684592183446,-0.6555351665843046
